user_id,session_id,event_time,device_type,location,page_name,event_type,event_value,duration_on_page,referrer_page,next_page,conversion_flag,funnel_stage,intent_label,recommendation_shown,recommendation_clicked,score_intent_probability,cluster_id,total_users,conversion_rate,avg_session_duration,dropoff_rate,persona_name,persona_avg_age,persona_conversion,device_mix,journey_step_count,journey_avg_dwell,journey_dropoff_rate,ab_test_control_rate,ab_test_variant_rate,ab_test_p_value,ab_test_uplift,insight_title,insight_metric,insight_description,insight_suggested_action
175816.0,S5505,2025-10-08 10:26:51,desktop,"Bangalore, IN",Payment_Page,click,Submit Application,28.9,Loan_Offers_Page,Success_Page,1,Apply_Loan,Query_Info,Insurance Plan,1,0.65,C4,4000,0.38,21.99,0.18,Senior,22,0.42,Desktop,4,12.4,0.2,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-04 17:31:51,tablet,"Chennai, IN",Success_Page,click,Submit Application,15.8,Loan_Apply_Page,Payment_Page,0,Payment,Apply_Loan,Insurance Plan,1,0.81,C5,4000,0.49,22.96,0.11,Business,35,0.12,Desktop,5,12.4,0.15,0.32,0.38,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-05 13:25:51,tablet,"Mumbai, IN",Payment_Page,view,View Loan Details,35.2,Home_Page,Success_Page,1,Offer_View,Apply_Loan,Insurance Plan,0,0.92,C3,4000,0.42,31.17,0.2,Student,30,0.42,Desktop,6,18.3,0.15,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-03 21:18:51,mobile,"Chennai, IN",Home_Page,view,Payment,35.2,Loan_Apply_Page,Success_Page,0,Success,Purchase,Personal Loan Banner,0,0.92,C3,4000,0.37,24.25,0.2,Student,22,0.18,Desktop,3,9.5,0.2,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-08 11:40:51,tablet,"Delhi, IN",Payment_Page,submit,Apply Now,15.8,Home_Page,Logout_Page,0,Success,Query_Info,Credit Card Offer,0,0.92,C1,4000,0.4,34.12,0.22,Senior,35,0.18,Tablet,4,15.2,0.15,0.35,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-07 15:47:51,desktop,"Chennai, IN",Success_Page,view,Apply Now,35.2,Loan_Offers_Page,Loan_Apply_Page,1,Success,Apply_Loan,Personal Loan Banner,1,0.92,C3,4000,0.37,25.51,0.15,Student,45,0.12,Desktop,3,12.4,0.25,0.32,0.42,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-09 06:56:51,tablet,"Bangalore, IN",Loan_Apply_Page,view,Confirmation,15.8,Loan_Apply_Page,Success_Page,0,Offer_View,Renewal,Credit Card Offer,0,0.75,C2,4000,0.45,25.19,0.21,Senior,45,0.42,Mobile,5,18.3,0.25,0.32,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-04 14:37:51,mobile,"Bangalore, IN",Success_Page,click,Payment,12.0,Home_Page,Payment_Page,1,Offer_View,Renewal,Personal Loan Banner,1,0.87,C3,4000,0.52,30.35,0.21,Professional,22,0.35,Mobile,3,18.3,0.1,0.32,0.38,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-04 12:59:51,desktop,"Chennai, IN",Payment_Page,view,View Loan Details,28.9,Home_Page,Payment_Page,0,Offer_View,Apply_Loan,Insurance Plan,0,0.92,C3,4000,0.54,25.18,0.15,Professional,22,0.18,Tablet,6,15.2,0.25,0.35,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5506,2025-10-03 13:04:51,tablet,"Mumbai, IN",Home_Page,click,View Loan Details,15.8,Home_Page,Loan_Apply_Page,0,Offer_View,Query_Info,Insurance Plan,0,0.81,C5,4000,0.43,34.16,0.13,Senior,35,0.35,Tablet,5,15.2,0.15,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-02 20:43:51,mobile,"Pune, IN",Loan_Apply_Page,click,Payment,35.2,Home_Page,Success_Page,1,Offer_View,Purchase,Personal Loan Banner,0,0.92,C4,4000,0.49,22.25,0.18,Professional,30,0.12,Tablet,4,12.4,0.25,0.32,0.38,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-08 20:19:51,desktop,"Mumbai, IN",Payment_Page,click,View Loan Details,24.5,Loan_Offers_Page,Payment_Page,0,Apply_Loan,Renewal,Personal Loan Banner,0,0.87,C1,4000,0.48,22.54,0.11,Business,35,0.12,Mobile,6,15.2,0.25,0.35,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-03 19:09:51,tablet,"Bangalore, IN",Loan_Apply_Page,view,Confirmation,24.5,Home_Page,Loan_Apply_Page,1,Apply_Loan,Renewal,Personal Loan Banner,1,0.75,C3,4000,0.48,21.07,0.11,Professional,30,0.35,Desktop,5,9.5,0.1,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-06 19:28:51,mobile,"Pune, IN",Loan_Apply_Page,click,Submit Application,24.5,Loan_Offers_Page,Logout_Page,1,Offer_View,Query_Info,Personal Loan Banner,1,0.92,C2,4000,0.54,30.81,0.12,Senior,35,0.12,Tablet,6,15.2,0.15,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-08 17:05:51,desktop,"Pune, IN",Loan_Apply_Page,submit,View Loan Details,24.5,Home_Page,Logout_Page,0,Payment,Renewal,Insurance Plan,1,0.92,C2,4000,0.45,29.67,0.15,Professional,22,0.18,Mobile,3,12.4,0.1,0.35,0.38,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-04 05:51:51,mobile,"Bangalore, IN",Success_Page,click,Confirmation,12.0,Loan_Apply_Page,Logout_Page,0,Offer_View,Purchase,Credit Card Offer,0,0.75,C1,4000,0.37,30.72,0.16,Senior,22,0.35,Mobile,5,12.4,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-08 23:29:51,tablet,"Bangalore, IN",Loan_Apply_Page,view,Apply Now,12.0,Home_Page,Loan_Apply_Page,0,Success,Upgrade,Insurance Plan,1,0.75,C3,4000,0.47,30.36,0.13,Professional,45,0.42,Desktop,5,15.2,0.15,0.35,0.42,0.04,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-03 23:48:51,desktop,"Delhi, IN",Home_Page,click,Apply Now,28.9,Loan_Offers_Page,Success_Page,0,Apply_Loan,Upgrade,Personal Loan Banner,1,0.81,C3,4000,0.47,33.89,0.23,Senior,30,0.35,Tablet,5,9.5,0.15,0.35,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-03 17:05:51,desktop,"Bangalore, IN",Home_Page,view,Submit Application,24.5,Home_Page,Success_Page,1,Success,Purchase,Insurance Plan,1,0.92,C2,4000,0.51,22.9,0.13,Student,35,0.18,Desktop,4,9.5,0.15,0.32,0.38,0.04,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
490007.0,S5502,2025-10-07 01:04:51,mobile,"Pune, IN",Home_Page,click,Apply Now,12.0,Loan_Apply_Page,Payment_Page,1,Payment,Renewal,Credit Card Offer,1,0.87,C4,4000,0.5,29.03,0.11,Student,45,0.42,Tablet,4,12.4,0.25,0.35,0.42,0.04,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-05 17:02:51,desktop,"Chennai, IN",Loan_Offers_Page,submit,Submit Application,35.2,Loan_Apply_Page,Success_Page,0,Success,Apply_Loan,Insurance Plan,0,0.75,C1,4000,0.44,28.27,0.18,Professional,22,0.35,Mobile,4,15.2,0.25,0.35,0.42,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-08 15:38:51,desktop,"Pune, IN",Loan_Apply_Page,view,Submit Application,12.0,Loan_Apply_Page,Loan_Apply_Page,1,Payment,Query_Info,Personal Loan Banner,1,0.75,C5,4000,0.43,27.59,0.21,Senior,45,0.42,Desktop,5,18.3,0.15,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-09 06:45:51,desktop,"Chennai, IN",Success_Page,view,Payment,35.2,Loan_Offers_Page,Loan_Apply_Page,0,Apply_Loan,Purchase,Credit Card Offer,1,0.87,C1,4000,0.54,25.35,0.14,Senior,30,0.42,Desktop,3,9.5,0.15,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-07 17:59:51,desktop,"Bangalore, IN",Loan_Offers_Page,click,Confirmation,15.8,Home_Page,Logout_Page,1,Success,Renewal,Insurance Plan,1,0.75,C3,4000,0.37,27.5,0.25,Student,22,0.18,Tablet,4,18.3,0.25,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-03 21:10:51,mobile,"Mumbai, IN",Loan_Offers_Page,click,View Loan Details,12.0,Loan_Apply_Page,Success_Page,0,Payment,Upgrade,Credit Card Offer,0,0.65,C4,4000,0.47,25.89,0.2,Student,35,0.12,Mobile,5,9.5,0.25,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-06 16:38:51,tablet,"Delhi, IN",Home_Page,view,Submit Application,35.2,Loan_Offers_Page,Success_Page,0,Offer_View,Purchase,Credit Card Offer,1,0.81,C3,4000,0.38,30.08,0.15,Professional,22,0.12,Tablet,6,15.2,0.15,0.32,0.42,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-06 13:54:51,mobile,"Bangalore, IN",Success_Page,submit,View Loan Details,15.8,Loan_Offers_Page,Logout_Page,1,Payment,Renewal,Insurance Plan,1,0.75,C4,4000,0.43,20.97,0.12,Business,45,0.42,Desktop,4,12.4,0.1,0.35,0.38,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5503,2025-10-09 14:27:51,mobile,"Delhi, IN",Loan_Apply_Page,submit,Confirmation,15.8,Loan_Apply_Page,Loan_Apply_Page,1,Apply_Loan,Apply_Loan,Credit Card Offer,0,0.92,C1,4000,0.4,25.2,0.24,Professional,22,0.35,Tablet,3,12.4,0.2,0.35,0.38,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-09 06:49:51,desktop,"Bangalore, IN",Home_Page,click,Payment,35.2,Loan_Apply_Page,Loan_Apply_Page,0,Success,Query_Info,Credit Card Offer,1,0.87,C2,4000,0.55,21.0,0.2,Professional,45,0.42,Desktop,5,18.3,0.25,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-04 13:43:51,desktop,"Delhi, IN",Payment_Page,submit,View Loan Details,24.5,Loan_Apply_Page,Logout_Page,0,Apply_Loan,Renewal,Personal Loan Banner,1,0.81,C3,4000,0.46,21.74,0.11,Business,30,0.42,Tablet,5,15.2,0.15,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-04 11:47:51,desktop,"Pune, IN",Loan_Offers_Page,view,Confirmation,28.9,Loan_Offers_Page,Success_Page,1,Payment,Apply_Loan,Personal Loan Banner,0,0.92,C4,4000,0.5,20.5,0.17,Senior,30,0.42,Tablet,4,18.3,0.25,0.32,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-06 21:58:51,tablet,"Pune, IN",Success_Page,view,Submit Application,12.0,Loan_Offers_Page,Logout_Page,1,Offer_View,Query_Info,Personal Loan Banner,1,0.92,C3,4000,0.51,23.44,0.17,Senior,45,0.35,Mobile,4,9.5,0.1,0.35,0.42,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
41084.0,S5504,2025-10-07 16:34:51,mobile,"Pune, IN",Loan_Offers_Page,view,Confirmation,15.8,Loan_Apply_Page,Logout_Page,1,Success,Purchase,Credit Card Offer,0,0.65,C2,4000,0.43,20.86,0.13,Professional,45,0.18,Desktop,5,18.3,0.2,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
992495.0,S5503,2025-10-04 07:20:51,tablet,"Bangalore, IN",Success_Page,view,Confirmation,12.0,Loan_Offers_Page,Payment_Page,0,Offer_View,Query_Info,Personal Loan Banner,1,0.81,C4,4000,0.44,30.36,0.16,Student,30,0.35,Tablet,3,12.4,0.1,0.35,0.42,0.04,0.07,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5503,2025-10-07 04:26:51,desktop,"Mumbai, IN",Success_Page,click,Payment,35.2,Loan_Apply_Page,Logout_Page,0,Payment,Query_Info,Credit Card Offer,0,0.81,C1,4000,0.47,22.2,0.21,Senior,45,0.18,Tablet,6,12.4,0.15,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
156784.0,S5502,2025-10-07 14:08:51,mobile,"Delhi, IN",Home_Page,view,Apply Now,15.8,Loan_Apply_Page,Logout_Page,0,Offer_View,Purchase,Insurance Plan,1,0.65,C3,4000,0.43,34.69,0.25,Student,30,0.12,Mobile,5,18.3,0.1,0.35,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5505,2025-10-04 01:55:51,desktop,"Pune, IN",Home_Page,submit,Apply Now,24.5,Loan_Apply_Page,Success_Page,0,Payment,Renewal,Credit Card Offer,0,0.87,C4,4000,0.5,29.36,0.13,Business,35,0.42,Mobile,3,18.3,0.25,0.35,0.42,0.08,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-08 19:48:51,tablet,"Bangalore, IN",Loan_Offers_Page,click,Payment,35.2,Loan_Apply_Page,Logout_Page,0,Offer_View,Purchase,Insurance Plan,0,0.65,C1,4000,0.53,21.78,0.17,Senior,22,0.35,Desktop,3,9.5,0.15,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-09 14:08:51,desktop,"Pune, IN",Success_Page,click,Payment,28.9,Loan_Offers_Page,Logout_Page,1,Success,Renewal,Personal Loan Banner,0,0.92,C1,4000,0.45,32.81,0.2,Business,30,0.12,Desktop,6,9.5,0.2,0.32,0.38,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
301056.0,S5504,2025-10-06 11:38:51,desktop,"Chennai, IN",Loan_Apply_Page,click,Submit Application,24.5,Loan_Apply_Page,Loan_Apply_Page,0,Success,Renewal,Insurance Plan,1,0.65,C4,4000,0.45,32.92,0.2,Senior,22,0.42,Tablet,6,9.5,0.2,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-05 18:58:51,tablet,"Delhi, IN",Home_Page,click,Apply Now,24.5,Home_Page,Success_Page,1,Offer_View,Renewal,Insurance Plan,0,0.87,C1,4000,0.49,24.66,0.14,Senior,22,0.18,Tablet,4,15.2,0.15,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5505,2025-10-06 14:10:51,desktop,"Bangalore, IN",Loan_Apply_Page,click,Confirmation,24.5,Home_Page,Payment_Page,1,Payment,Purchase,Insurance Plan,1,0.81,C2,4000,0.36,23.59,0.13,Student,22,0.12,Tablet,5,12.4,0.2,0.35,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5504,2025-10-09 01:25:51,desktop,"Chennai, IN",Loan_Offers_Page,click,Confirmation,35.2,Loan_Offers_Page,Loan_Apply_Page,0,Payment,Query_Info,Insurance Plan,0,0.65,C2,4000,0.41,23.64,0.24,Business,35,0.35,Mobile,5,15.2,0.25,0.35,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
202721.0,S5505,2025-10-09 05:48:51,mobile,"Delhi, IN",Loan_Offers_Page,click,Submit Application,35.2,Home_Page,Payment_Page,1,Success,Query_Info,Personal Loan Banner,1,0.92,C2,4000,0.53,25.66,0.15,Business,45,0.12,Mobile,3,15.2,0.1,0.32,0.42,0.04,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5502,2025-10-09 12:30:51,mobile,"Mumbai, IN",Loan_Apply_Page,submit,View Loan Details,12.0,Loan_Offers_Page,Success_Page,0,Success,Renewal,Credit Card Offer,1,0.75,C3,4000,0.51,25.51,0.21,Professional,22,0.35,Tablet,6,9.5,0.15,0.32,0.38,0.08,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5502,2025-10-03 13:19:51,desktop,"Delhi, IN",Payment_Page,view,Payment,15.8,Loan_Apply_Page,Payment_Page,0,Success,Apply_Loan,Personal Loan Banner,0,0.65,C3,4000,0.38,33.72,0.17,Professional,35,0.18,Mobile,6,18.3,0.1,0.32,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-03 10:20:51,desktop,"Chennai, IN",Loan_Apply_Page,submit,Submit Application,28.9,Loan_Offers_Page,Success_Page,1,Payment,Purchase,Credit Card Offer,1,0.81,C3,4000,0.4,20.63,0.21,Business,30,0.12,Tablet,6,12.4,0.1,0.32,0.42,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
801777.0,S5503,2025-10-05 19:47:51,tablet,"Mumbai, IN",Loan_Offers_Page,click,Confirmation,15.8,Loan_Apply_Page,Payment_Page,0,Success,Purchase,Insurance Plan,0,0.65,C5,4000,0.37,23.3,0.25,Senior,45,0.18,Mobile,6,15.2,0.2,0.35,0.42,0.04,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
,S5505,2025-10-06 00:26:51,tablet,"Mumbai, IN",Payment_Page,view,Confirmation,35.2,Loan_Apply_Page,Loan_Apply_Page,0,Offer_View,Upgrade,Insurance Plan,1,0.87,C2,4000,0.54,29.06,0.14,Senior,45,0.35,Desktop,3,15.2,0.15,0.35,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-03 13:53:51,desktop,"Chennai, IN",Loan_Offers_Page,submit,View Loan Details,15.8,Loan_Offers_Page,Payment_Page,0,Offer_View,Renewal,Personal Loan Banner,0,0.81,C1,4000,0.4,29.89,0.23,Professional,22,0.18,Mobile,3,18.3,0.15,0.32,0.38,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Optimize Payment UX
436370.0,S5504,2025-10-03 11:15:51,tablet,"Mumbai, IN",Home_Page,submit,Confirmation,24.5,Loan_Offers_Page,Loan_Apply_Page,0,Payment,Query_Info,Personal Loan Banner,1,0.92,C2,4000,0.45,29.44,0.15,Senior,30,0.42,Tablet,4,18.3,0.2,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-07 15:11:51,mobile,"Pune, IN",Home_Page,view,Submit Application,15.8,Home_Page,Loan_Apply_Page,0,Apply_Loan,Query_Info,Credit Card Offer,1,0.87,C5,4000,0.37,27.66,0.17,Business,45,0.35,Mobile,6,9.5,0.15,0.35,0.38,0.08,0.07,Variant B performs better,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5502,2025-10-06 02:57:51,mobile,"Bangalore, IN",Home_Page,submit,Apply Now,24.5,Home_Page,Logout_Page,1,Payment,Query_Info,Credit Card Offer,0,0.65,C3,4000,0.49,32.57,0.1,Professional,30,0.35,Mobile,4,18.3,0.2,0.32,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
368381.0,S5503,2025-10-04 19:14:51,mobile,"Bangalore, IN",Loan_Offers_Page,click,Confirmation,28.9,Loan_Offers_Page,Success_Page,1,Success,Upgrade,Credit Card Offer,1,0.92,C3,4000,0.4,32.14,0.17,Professional,35,0.42,Mobile,3,18.3,0.2,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-04 23:53:51,desktop,"Delhi, IN",Success_Page,click,Submit Application,35.2,Loan_Offers_Page,Success_Page,1,Offer_View,Upgrade,Insurance Plan,0,0.92,C5,4000,0.43,31.33,0.21,Student,35,0.35,Mobile,6,9.5,0.15,0.32,0.38,0.08,0.06,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5506,2025-10-06 23:00:51,mobile,"Pune, IN",Loan_Apply_Page,submit,Confirmation,12.0,Home_Page,Logout_Page,1,Offer_View,Renewal,Personal Loan Banner,0,0.87,C5,4000,0.37,34.56,0.24,Senior,30,0.42,Desktop,4,9.5,0.2,0.32,0.42,0.04,0.07,High drop-off on Payment Page,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
582139.0,S5502,2025-10-05 03:49:51,desktop,"Pune, IN",Home_Page,submit,Submit Application,28.9,Loan_Apply_Page,Payment_Page,1,Apply_Loan,Renewal,Credit Card Offer,0,0.87,C2,4000,0.38,23.28,0.14,Student,35,0.42,Tablet,5,9.5,0.25,0.35,0.38,0.04,0.06,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5504,2025-10-04 03:05:51,desktop,"Bangalore, IN",Payment_Page,click,Submit Application,12.0,Loan_Apply_Page,Loan_Apply_Page,1,Apply_Loan,Renewal,Insurance Plan,1,0.87,C3,4000,0.4,21.89,0.15,Business,30,0.35,Tablet,3,18.3,0.2,0.35,0.42,0.04,0.06,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
,S5503,2025-10-08 02:26:51,desktop,"Delhi, IN",Success_Page,submit,Apply Now,12.0,Loan_Apply_Page,Success_Page,0,Offer_View,Purchase,Personal Loan Banner,1,0.87,C1,4000,0.51,28.8,0.15,Senior,45,0.12,Desktop,4,18.3,0.1,0.35,0.38,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5505,2025-10-04 18:27:51,desktop,"Pune, IN",Loan_Offers_Page,view,View Loan Details,12.0,Loan_Offers_Page,Success_Page,0,Apply_Loan,Purchase,Insurance Plan,1,0.81,C2,4000,0.43,24.58,0.13,Student,22,0.12,Mobile,4,15.2,0.15,0.32,0.42,0.04,0.07,Variant B performs better,0.25,Users abandon payment frequently,Deploy Variant B for Mobile
,S5502,2025-10-03 15:49:51,mobile,"Pune, IN",Home_Page,click,View Loan Details,28.9,Loan_Apply_Page,Loan_Apply_Page,0,Success,Query_Info,Personal Loan Banner,0,0.92,C2,4000,0.42,22.89,0.25,Senior,30,0.12,Tablet,4,9.5,0.25,0.35,0.38,0.04,0.07,Variant B performs better,0.25,Users abandon payment frequently,Optimize Payment UX
757449.0,S5503,2025-10-03 04:33:51,mobile,"Pune, IN",Success_Page,submit,View Loan Details,15.8,Loan_Offers_Page,Payment_Page,0,Success,Apply_Loan,Personal Loan Banner,1,0.65,C4,4000,0.41,34.63,0.25,Business,35,0.35,Tablet,4,9.5,0.2,0.32,0.38,0.04,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-06 08:16:51,desktop,"Pune, IN",Loan_Apply_Page,click,Confirmation,35.2,Loan_Offers_Page,Success_Page,1,Success,Apply_Loan,Credit Card Offer,0,0.65,C1,4000,0.53,29.25,0.14,Professional,35,0.18,Mobile,4,12.4,0.15,0.35,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5504,2025-10-08 07:01:51,mobile,"Mumbai, IN",Payment_Page,view,Apply Now,12.0,Loan_Offers_Page,Success_Page,1,Payment,Renewal,Credit Card Offer,1,0.75,C4,4000,0.39,30.52,0.11,Student,22,0.35,Tablet,3,9.5,0.2,0.32,0.42,0.08,0.07,High drop-off on Payment Page,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
,S5506,2025-10-06 10:08:51,desktop,"Mumbai, IN",Loan_Apply_Page,view,Confirmation,24.5,Home_Page,Loan_Apply_Page,0,Payment,Apply_Loan,Credit Card Offer,1,0.87,C4,4000,0.4,26.9,0.21,Business,35,0.12,Tablet,4,18.3,0.15,0.32,0.42,0.08,0.06,High drop-off on Payment Page,0.12,Users abandon payment frequently,Optimize Payment UX
749294.0,S5503,2025-10-07 00:57:51,desktop,"Delhi, IN",Success_Page,submit,Confirmation,35.2,Loan_Offers_Page,Loan_Apply_Page,0,Payment,Purchase,Personal Loan Banner,1,0.75,C2,4000,0.44,30.58,0.16,Professional,35,0.35,Mobile,6,9.5,0.1,0.32,0.42,0.04,0.06,Variant B performs better,0.12,Variant B uplift seen in mobile,Deploy Variant B for Mobile
,S5506,2025-10-05 18:00:51,mobile,"Delhi, IN",Success_Page,submit,Confirmation,15.8,Loan_Apply_Page,Loan_Apply_Page,0,Apply_Loan,Renewal,Insurance Plan,1,0.81,C1,4000,0.54,26.23,0.17,Student,35,0.18,Mobile,4,15.2,0.2,0.35,0.42,0.08,0.06,Variant B performs better,0.25,Variant B uplift seen in mobile,Optimize Payment UX
,S5506,2025-10-04 12:29:51,desktop,"Mumbai, IN",Success_Page,view,View Loan Details,24.5,Home_Page,Logout_Page,1,Apply_Loan,Query_Info,Personal Loan Banner,0,0.87,C3,4000,0.52,30.63,0.22,Student,30,0.12,Tablet,3,9.5,0.15,0.32,0.38,0.08,0.07,High drop-off on Payment Page,0.12,Variant B uplift seen in mobile,Optimize Payment UX
,S5505,2025-10-09 11:56:51,desktop,"Bangalore, IN",Payment_Page,view,View Loan Details,35.2,Home_Page,Success_Page,1,Payment,Query_Info,Insurance Plan,1,0.92,C3,4000,0.54,31.0,0.25,Student,35,0.18,Desktop,5,15.2,0.2,0.35,0.42,0.04,0.07,Variant B performs better,0.12,Users abandon payment frequently,Optimize Payment UX
,S5504,2025-10-03 05:26:51,tablet,"Pune, IN",Payment_Page,submit,Payment,35.2,Home_Page,Logout_Page,0,Offer_View,Purchase,Insurance Plan,0,0.87,C3,4000,0.48,34.71,0.19,Student,35,0.12,Mobile,4,15.2,0.1,0.32,0.38,0.08,0.07,Variant B performs better,0.12,Users abandon payment frequently,Deploy Variant B for Mobile
